model,top1,top1_err,top5,top5_err,param_count,img_size,crop_pct,interpolation,top1_diff,top5_diff,rank_diff
deit3_large_patch16_224.fb_in1k,88.763,11.237,97.92,2.08,304.37,224,0.9,bicubic,3.989,0.884,-32
tf_efficientnet_b6.aa_in1k,88.759,11.241,98.066,1.934,43.04,528,0.942,bicubic,4.647,1.182,29
caformer_s36.sail_in1k,88.746,11.254,98.023,1.977,39.30,224,1.0,bicubic,4.24,1.027,-17
vit_base_patch16_224_miil.in21k_ft_in1k,88.742,11.258,98.027,1.973,86.54,224,0.875,bilinear,4.476,1.223,8
edgenext_base.usi_in1k,88.735,11.265,98.147,1.853,18.51,320,1.0,bicubic,4.777,1.377,38
convformer_s18.sail_in22k_ft_in1k,88.727,11.273,98.194,1.806,26.77,224,1.0,bicubic,4.989,1.146,65
davit_base.msft_in1k,88.701,11.299,97.874,2.127,87.95,224,0.95,bicubic,4.059,0.854,-39
regnetz_d32.ra3_in1k,88.652,11.348,98.078,1.922,27.58,320,0.95,bicubic,4.63,1.21,27
vit_small_patch16_384.augreg_in21k_ft_in1k,88.648,11.352,98.23,1.77,22.20,384,1.0,bicubic,4.844,1.13,47
flexivit_base.1200ep_in1k,88.648,11.352,97.935,2.065,86.59,240,0.95,bicubic,3.972,0.941,-43
mvitv2_base.fb_in1k,88.644,11.356,97.826,2.174,51.47,224,0.9,bicubic,4.194,0.968,-24
vit_medium_patch16_gap_256.sw_in12k_ft_in1k,88.633,11.367,98.189,1.81,38.86,256,0.95,bicubic,4.187,0.98,-25
davit_small.msft_in1k,88.631,11.369,97.953,2.047,49.75,224,0.95,bicubic,4.379,1.013,-4
maxvit_base_tf_224.in1k,88.588,11.412,97.85,2.15,119.47,224,0.95,bicubic,3.728,0.862,-62
efficientvit_b3.r288_in1k,88.562,11.438,97.707,2.293,48.65,288,1.0,bicubic,4.409,0.971,0
flexivit_base.600ep_in1k,88.545,11.455,97.933,2.067,86.59,240,0.95,bicubic,4.021,0.997,-47
maxvit_rmlp_small_rw_224.sw_in1k,88.522,11.478,97.773,2.227,64.90,224,0.9,bicubic,4.03,0.763,-44
coatnet_rmlp_2_rw_224.sw_in1k,88.513,11.487,97.566,2.434,73.88,224,0.95,bicubic,3.905,0.826,-60
efficientformerv2_l.snap_dist_in1k,88.509,11.491,97.963,2.037,26.32,224,0.95,bicubic,4.877,1.405,49
repvit_m2_3.dist_300e_in1k,88.503,11.497,97.942,2.058,23.69,224,0.95,bicubic,4.999,1.438,57
gcvit_base.in1k,88.501,11.499,97.769,2.231,90.32,224,0.875,bicubic,4.056,0.687,-42
repvit_m2_3.dist_450e_in1k,88.488,11.512,98.059,1.941,23.69,224,0.95,bicubic,4.746,1.415,31
convformer_s36.sail_in1k,88.486,11.514,97.763,2.237,40.01,224,1.0,bicubic,4.426,1.017,-7
flexivit_base.300ep_in1k,88.479,11.521,97.846,2.154,86.59,240,0.95,bicubic,4.073,0.962,-38
efficientnetv2_rw_s.ra2_in1k,88.469,11.531,97.978,2.022,23.94,384,1.0,bicubic,4.663,1.246,17
fastvit_sa24.apple_dist_in1k,88.46,11.54,97.957,2.043,21.55,256,0.9,bicubic,5.118,1.405,69
maxvit_large_tf_224.in1k,88.46,11.54,97.809,2.191,211.79,224,0.95,bicubic,3.518,0.839,-94
maxvit_small_tf_224.in1k,88.456,11.544,97.88,2.12,68.93,224,0.95,bicubic,4.03,1.056,-48
cait_s24_224.fb_dist_in1k,88.443,11.557,97.961,2.039,46.92,224,1.0,bicubic,5.001,1.387,52
vit_large_r50_s32_224.augreg_in21k_ft_in1k,88.432,11.568,98.083,1.917,328.99,224,0.9,bicubic,4.014,0.911,-54
inception_next_base.sail_in1k,88.432,11.568,97.773,2.227,86.67,224,0.95,bicubic,4.34,0.977,-24
tf_efficientnet_b3.ns_jft_in1k,88.428,11.572,98.031,1.968,12.23,300,0.904,bicubic,4.376,1.113,-20
tf_efficientnetv2_s.in1k,88.409,11.591,97.927,2.073,21.46,384,1.0,bicubic,4.511,1.231,-11
convnext_small.fb_in1k,88.407,11.593,98.012,1.988,50.22,288,1.0,bicubic,4.707,1.204,18
tf_efficientnet_b5.aa_in1k,88.407,11.593,97.931,2.069,30.39,456,0.934,bicubic,4.719,1.219,19
vit_base_patch16_384.orig_in21k_ft_in1k,88.392,11.608,98.16,1.84,86.86,384,1.0,bicubic,4.192,0.942,-41
regnetz_c16_evos.ch_in1k,88.381,11.619,98.04,1.96,13.49,320,0.95,bicubic,5.745,1.566,121
efficientnet_b4.ra2_in1k,88.366,11.634,97.961,2.039,19.34,384,1.0,bicubic,4.952,1.363,38
fastvit_ma36.apple_in1k,88.358,11.643,97.923,2.077,44.07,256,0.95,bicubic,4.475,1.181,-18
maxvit_rmlp_tiny_rw_256.sw_in1k,88.355,11.645,97.82,2.18,29.15,256,0.95,bicubic,4.131,0.952,-50
tf_efficientnet_b4.ap_in1k,88.347,11.653,97.891,2.109,19.34,380,0.922,bicubic,5.097,1.495,52
deit3_small_patch16_224.fb_in22k_ft_in1k,88.338,11.662,98.132,1.868,22.06,224,1.0,bicubic,5.262,1.356,71
efficientvit_b3.r256_in1k,88.319,11.681,97.56,2.44,48.65,256,1.0,bicubic,4.517,1.044,-11
tf_efficientnet_b5.ra_in1k,88.313,11.687,97.914,2.086,30.39,456,0.934,bicubic,4.499,1.162,-17
cs3se_edgenet_x.c2ns_in1k,88.3,11.7,97.933,2.067,50.72,320,1.0,bicubic,4.754,1.263,13
deit3_small_patch16_384.fb_in1k,88.296,11.704,97.888,2.112,22.21,384,1.0,bicubic,4.868,1.214,24
pvt_v2_b4.in1k,88.285,11.715,97.816,2.184,62.56,224,0.9,bicubic,4.573,1.146,-4
efficientformer_l7.snap_dist_in1k,88.278,11.722,97.882,2.118,82.23,224,0.95,bicubic,4.896,1.346,30
mvitv2_small.fb_in1k,88.264,11.736,97.692,2.308,34.87,224,0.9,bicubic,4.494,1.116,-16
inception_next_small.sail_in1k,88.253,11.747,97.816,2.184,49.37,224,0.875,bicubic,4.675,1.218,6
deit3_base_patch16_224.fb_in1k,88.242,11.758,97.818,2.182,86.59,224,0.9,bicubic,4.456,1.232,-21
gcvit_small.in1k,88.223,11.777,97.788,2.212,51.09,224,0.875,bicubic,4.331,1.13,-37
deit_base_distilled_patch16_224.fb_in1k,88.21,11.79,97.91,2.09,87.34,224,0.9,bicubic,4.82,1.422,21
xception65p.ra3_in1k,88.189,11.811,97.788,2.212,39.82,299,0.94,bicubic,5.063,1.306,45
caformer_s18.sail_in1k,88.163,11.837,97.728,2.272,26.34,224,1.0,bicubic,4.509,1.21,-9
tiny_vit_21m_224.in1k,88.146,11.854,97.85,2.15,21.20,224,0.95,bicubic,4.892,1.258,26
dm_nfnet_f0.dm_in1k,88.133,11.867,97.903,2.097,71.49,256,0.9,bicubic,4.647,1.335,-2
tiny_vit_11m_224.dist_in22k_ft_in1k,88.103,11.897,97.79,2.21,11.00,224,0.95,bicubic,4.875,1.16,20
pvt_v2_b5.in1k,88.103,11.897,97.694,2.306,81.96,224,0.9,bicubic,4.363,1.058,-31
pvt_v2_b3.in1k,88.099,11.901,97.777,2.223,45.24,224,0.9,bicubic,4.981,1.221,32
fastvit_sa36.apple_in1k,88.088,11.912,97.79,2.21,31.53,256,0.9,bicubic,4.588,1.16,-13
xception65.ra3_in1k,88.067,11.933,97.75,2.25,39.92,299,0.94,bicubic,4.887,1.158,18
efficientvit_b3.r224_in1k,88.065,11.935,97.566,2.434,48.65,224,0.95,bicubic,4.605,1.236,-11
focalnet_base_srf.ms_in1k,88.033,11.967,97.656,2.344,88.15,224,0.9,bicubic,4.213,0.976,-56
maxvit_tiny_tf_224.in1k,88.027,11.973,97.816,2.184,30.92,224,0.95,bicubic,4.625,1.226,-12
focalnet_base_lrf.ms_in1k,88.003,11.997,97.609,2.391,88.75,224,0.9,bicubic,4.165,1.001,-63
gcvit_tiny.in1k,88.001,11.999,97.722,2.278,28.22,224,0.875,bicubic,4.617,1.324,-10
eca_nfnet_l0.ra2_in1k,87.98,12.02,97.871,2.129,24.14,288,1.0,bicubic,5.402,1.379,77
tf_efficientnet_b5.in1k,87.975,12.025,97.933,2.067,30.39,456,0.934,bicubic,4.799,1.397,6
cs3sedarknet_x.c2ns_in1k,87.975,12.025,97.794,2.205,35.40,288,1.0,bicubic,5.317,1.445,60
nfnet_l0.ra2_in1k,87.967,12.033,97.867,2.133,35.07,288,1.0,bicubic,5.217,1.351,46
efficientformer_l3.snap_dist_in1k,87.963,12.037,97.711,2.289,31.41,224,0.95,bicubic,5.415,1.461,79
tf_efficientnet_b4.aa_in1k,87.958,12.042,97.739,2.261,19.34,380,0.922,bicubic,4.94,1.439,23
regnetz_c16.ra3_in1k,87.952,12.048,97.779,2.22,13.46,320,1.0,bicubic,5.32,1.462,58
coatnet_1_rw_224.sw_in1k,87.943,12.057,97.453,2.547,41.72,224,0.95,bicubic,4.347,1.071,-43
mobilevitv2_200.cvnets_in22k_ft_in1k_384,87.933,12.067,97.822,2.178,18.45,384,1.0,bicubic,4.533,1.24,-25
focalnet_small_lrf.ms_in1k,87.93,12.069,97.696,2.304,50.34,224,0.9,bicubic,4.436,1.116,-38
repvit_m1_5.dist_450e_in1k,87.928,12.072,97.703,2.297,14.64,224,0.95,bicubic,5.416,1.591,72
efficientvit_b2.r288_in1k,87.92,12.08,97.6,2.4,24.33,288,1.0,bicubic,4.82,1.296,3
vit_base_patch32_384.augreg_in21k_ft_in1k,87.909,12.091,98.01,1.99,88.30,384,1.0,bicubic,4.557,1.17,-25
coatnet_rmlp_1_rw_224.sw_in1k,87.892,12.108,97.624,2.376,41.69,224,0.95,bicubic,4.53,1.174,-29
maxvit_tiny_rw_224.sw_in1k,87.856,12.144,97.643,2.357,29.06,224,0.95,bicubic,4.352,1.129,-51
convformer_s18.sail_in1k,87.845,12.155,97.551,2.449,26.77,224,1.0,bicubic,4.859,1.301,5
deit_base_patch16_384.fb_in1k,87.845,12.155,97.508,2.492,86.86,384,1.0,bicubic,4.741,1.14,-8
mobilevitv2_175.cvnets_in22k_ft_in1k_384,87.841,12.159,97.728,2.272,14.25,384,1.0,bicubic,4.903,1.302,6
convnext_nano.in12k_ft_in1k,87.837,12.164,97.888,2.112,15.59,288,1.0,bicubic,4.975,1.332,9
flexivit_small.600ep_in1k,87.811,12.189,97.577,2.423,22.06,240,0.95,bicubic,5.449,1.493,72
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,87.809,12.191,97.756,2.244,88.22,224,0.9,bicubic,4.513,1.228,-35
flexivit_small.1200ep_in1k,87.809,12.191,97.613,2.387,22.06,240,0.95,bicubic,5.283,1.487,51
focalnet_small_srf.ms_in1k,87.809,12.191,97.575,2.425,49.89,224,0.9,bicubic,4.393,1.137,-51
tf_efficientnetv2_b3.in21k_ft_in1k,87.807,12.193,97.895,2.105,14.36,300,0.9,bicubic,5.137,1.269,21
maxxvit_rmlp_nano_rw_256.sw_in1k,87.807,12.193,97.752,2.248,16.78,256,0.95,bicubic,4.765,1.402,-11
deit3_medium_patch16_224.fb_in1k,87.807,12.193,97.654,2.346,38.85,224,0.9,bicubic,4.721,1.36,-15
repvit_m1_5.dist_300e_in1k,87.772,12.227,97.649,2.351,14.64,224,0.95,bicubic,5.396,1.619,61
convnext_tiny.fb_in1k,87.77,12.23,97.585,2.415,28.59,288,1.0,bicubic,5.072,0.953,13
mvitv2_tiny.fb_in1k,87.719,12.281,97.553,2.447,24.17,224,0.9,bicubic,5.309,1.401,48
gc_efficientnetv2_rw_t.agc_in1k,87.717,12.283,97.803,2.197,13.68,288,1.0,bicubic,5.261,1.507,45
maxvit_rmlp_nano_rw_256.sw_in1k,87.715,12.285,97.577,2.423,15.50,256,0.95,bicubic,4.761,1.311,-17
efficientnetv2_rw_t.ra2_in1k,87.651,12.349,97.69,2.31,13.65,288,1.0,bicubic,5.301,1.498,53
mobilevitv2_150.cvnets_in22k_ft_in1k_384,87.649,12.351,97.647,2.353,10.59,384,1.0,bicubic,5.063,1.333,18
fastvit_sa24.apple_in1k,87.638,12.362,97.726,2.274,21.55,256,0.9,bicubic,4.96,1.454,-1
maxxvitv2_nano_rw_256.sw_in1k,87.638,12.362,97.525,2.474,23.70,256,0.95,bicubic,4.528,1.201,-42
efficientvit_b2.r256_in1k,87.638,12.362,97.453,2.547,24.33,256,1.0,bicubic,4.948,1.359,-1
cs3edgenet_x.c2_in1k,87.621,12.379,97.654,2.346,47.82,288,1.0,bicubic,4.913,1.284,-11
flexivit_small.300ep_in1k,87.621,12.379,97.613,2.387,22.06,240,0.95,bicubic,5.443,1.575,66
maxvit_nano_rw_256.sw_in1k,87.595,12.405,97.519,2.481,15.45,256,0.95,bicubic,4.667,1.299,-36
tf_efficientnet_b4.in1k,87.585,12.415,97.602,2.398,19.34,380,0.922,bicubic,4.977,1.85,-4
davit_tiny.msft_in1k,87.565,12.435,97.585,2.415,28.36,224,0.95,bicubic,4.869,1.311,-17
levit_384.fb_dist_in1k,87.563,12.437,97.538,2.462,39.13,224,0.9,bicubic,4.967,1.52,-3
levit_conv_384.fb_dist_in1k,87.561,12.439,97.538,2.462,39.13,224,0.9,bicubic,4.971,1.522,-2
tf_efficientnet_b2.ns_jft_in1k,87.553,12.447,97.626,2.374,9.11,260,0.89,bicubic,5.175,1.372,23
vit_base_patch32_clip_224.laion2b_ft_in1k,87.529,12.471,97.547,2.453,88.22,224,0.9,bicubic,4.947,1.347,-5
efficientformerv2_s2.snap_dist_in1k,87.516,12.484,97.615,2.385,12.71,224,0.95,bicubic,5.35,1.705,51
inception_next_tiny.sail_in1k,87.516,12.484,97.549,2.451,28.06,224,0.875,bicubic,5.038,1.527,9
coatnet_bn_0_rw_224.sw_in1k,87.508,12.492,97.551,2.449,27.44,224,0.95,bicubic,5.108,1.365,13
vit_base_patch16_rpn_224.sw_in1k,87.504,12.496,97.489,2.511,86.54,224,0.9,bicubic,5.302,1.493,43
pvt_v2_b2_li.in1k,87.501,12.499,97.47,2.53,22.55,224,0.9,bicubic,5.307,1.378,44
edgenext_small.usi_in1k,87.493,12.507,97.587,2.413,5.59,320,1.0,bicubic,5.929,1.875,96
vit_relpos_base_patch16_clsgap_224.sw_in1k,87.471,12.529,97.525,2.474,86.43,224,0.9,bicubic,4.711,1.353,-42
vit_relpos_base_patch16_224.sw_in1k,87.467,12.533,97.558,2.442,86.43,224,0.9,bicubic,4.971,1.419,-2
fbnetv3_g.ra2_in1k,87.446,12.554,97.545,2.455,16.62,288,0.95,bilinear,5.406,1.485,53
resnet61q.ra2_in1k,87.439,12.561,97.598,2.402,36.85,288,1.0,bicubic,4.915,1.468,-9
poolformerv2_m48.sail_in1k,87.435,12.565,97.421,2.579,73.35,224,1.0,bicubic,4.817,1.349,-29
efficientnet_b3.ra2_in1k,87.433,12.567,97.679,2.321,12.23,320,1.0,bicubic,5.187,1.561,24
resnet51q.ra2_in1k,87.397,12.603,97.583,2.417,35.70,288,1.0,bilinear,5.037,1.397,4
cs3darknet_x.c2ns_in1k,87.395,12.605,97.611,2.389,35.05,288,1.0,bicubic,5.173,1.381,22
cs3sedarknet_l.c2ns_in1k,87.395,12.605,97.57,2.43,21.91,288,0.95,bicubic,5.611,1.606,66
pvt_v2_b2.in1k,87.382,12.618,97.519,2.481,25.36,224,0.9,bicubic,5.298,1.563,36
fastvit_sa12.apple_dist_in1k,87.363,12.637,97.493,2.507,11.58,256,0.9,bicubic,5.509,1.783,51
vit_relpos_medium_patch16_cls_224.sw_in1k,87.363,12.637,97.451,2.549,38.76,224,0.9,bicubic,4.791,1.383,-33
repvit_m3.dist_in1k,87.326,12.674,97.481,2.519,10.68,224,0.95,bicubic,5.824,1.913,77
focalnet_tiny_srf.ms_in1k,87.301,12.699,97.414,2.586,28.43,224,0.9,bicubic,5.163,1.446,16
gcvit_xtiny.in1k,87.279,12.721,97.478,2.522,19.98,224,0.875,bicubic,5.325,1.513,32
tiny_vit_11m_224.in1k,87.277,12.723,97.487,2.513,11.00,224,0.95,bicubic,5.785,1.625,69
coatnet_rmlp_nano_rw_224.sw_in1k,87.277,12.723,97.447,2.554,15.15,224,0.9,bicubic,5.227,1.569,20
vit_relpos_medium_patch16_rpn_224.sw_in1k,87.269,12.731,97.447,2.554,38.73,224,0.9,bicubic,4.959,1.475,-13
coatnext_nano_rw_224.sw_in1k,87.239,12.761,97.543,2.458,14.70,224,0.9,bicubic,5.297,1.627,26
poolformer_m48.sail_in1k,87.237,12.763,97.318,2.682,73.47,224,0.95,bicubic,4.755,1.352,-40
convit_base.fb_in1k,87.209,12.791,97.284,2.716,86.54,224,0.875,bicubic,4.919,1.348,-20
tf_efficientnet_b3.ap_in1k,87.188,12.812,97.382,2.618,12.23,300,0.904,bicubic,5.368,1.756,25
vit_base_patch32_clip_224.openai_ft_in1k,87.179,12.821,97.466,2.534,88.22,224,0.9,bicubic,5.249,1.5,16
vit_srelpos_medium_patch16_224.sw_in1k,87.177,12.823,97.31,2.69,38.74,224,0.9,bicubic,4.937,1.368,-21
focalnet_tiny_lrf.ms_in1k,87.175,12.825,97.37,2.63,28.65,224,0.9,bicubic,5.021,1.422,-10
convnext_tiny_hnf.a2h_in1k,87.147,12.853,97.28,2.72,28.59,288,1.0,bicubic,4.563,1.272,-71
vit_relpos_medium_patch16_224.sw_in1k,87.145,12.855,97.5,2.5,38.75,224,0.9,bicubic,4.683,1.418,-54
coatnet_0_rw_224.sw_in1k,87.128,12.872,97.233,2.767,27.44,224,0.95,bicubic,4.738,1.397,-50
repvit_m1_1.dist_450e_in1k,87.104,12.896,97.412,2.588,8.80,224,0.95,bicubic,5.792,1.876,63
efficientvit_b2.r224_in1k,87.081,12.919,97.203,2.797,24.33,224,0.95,bicubic,4.933,1.497,-19
mobilevitv2_200.cvnets_in22k_ft_in1k,87.057,12.943,97.431,2.568,18.45,256,0.888,bicubic,4.725,1.49,-46
xception41p.ra3_in1k,87.051,12.949,97.201,2.799,26.91,299,0.94,bicubic,5.079,1.417,-7
regnetz_b16.ra3_in1k,87.047,12.953,97.412,2.588,9.72,288,1.0,bicubic,6.319,1.894,119
convit_small.fb_in1k,87.042,12.958,97.35,2.65,27.78,224,0.875,bicubic,5.622,1.606,44
tf_efficientnetv2_b3.in1k,87.027,12.973,97.301,2.699,14.36,300,0.904,bicubic,5.055,1.499,-10
gcresnet50t.ra2_in1k,87.025,12.975,97.391,2.609,25.90,288,1.0,bicubic,5.569,1.673,37
poolformerv2_m36.sail_in1k,87.008,12.992,97.284,2.716,56.08,224,1.0,bicubic,4.792,1.36,-42
deit3_small_patch16_224.fb_in1k,87.008,12.992,97.171,2.829,22.06,224,0.9,bicubic,5.638,1.715,45
deit_small_distilled_patch16_224.fb_in1k,87.004,12.996,97.323,2.677,22.44,224,0.9,bicubic,5.788,1.699,56
coatnet_nano_rw_224.sw_in1k,86.993,13.007,97.248,2.752,15.14,224,0.9,bicubic,5.297,1.602,0
resmlp_36_224.fb_distilled_in1k,86.987,13.013,97.276,2.724,44.69,224,0.875,bicubic,5.839,1.798,59
poolformer_m36.sail_in1k,86.955,13.045,97.141,2.859,56.17,224,0.95,bicubic,4.853,1.443,-34
mobilevitv2_175.cvnets_in22k_ft_in1k,86.951,13.05,97.335,2.665,14.25,256,0.888,bicubic,5.013,1.545,-18
poolformerv2_s36.sail_in1k,86.921,13.079,97.353,2.647,30.79,224,1.0,bicubic,5.355,1.663,1
vit_relpos_small_patch16_224.sw_in1k,86.891,13.109,97.489,2.511,21.98,224,0.9,bicubic,5.429,1.669,15
vit_small_patch16_224.augreg_in21k_ft_in1k,86.871,13.129,97.609,2.391,22.05,224,0.9,bicubic,5.486,1.473,23
vit_small_r26_s32_224.augreg_in21k_ft_in1k,86.856,13.143,97.53,2.47,36.43,224,0.9,bicubic,4.992,1.508,-26
tf_efficientnet_b3.aa_in1k,86.84,13.161,97.297,2.703,12.23,300,0.904,bicubic,5.2,1.575,-15
rexnet_200.nav_in1k,86.84,13.161,97.276,2.724,16.37,224,0.875,bicubic,5.204,1.61,-13
repvit_m1_1.dist_300e_in1k,86.827,13.173,97.318,2.682,8.80,224,0.95,bicubic,6.001,2.148,75
deit_base_patch16_224.fb_in1k,86.827,13.173,97.052,2.949,86.57,224,0.9,bicubic,4.835,1.316,-43
tf_efficientnet_lite4.in1k,86.799,13.201,97.265,2.735,13.01,380,0.92,bilinear,5.269,1.601,-9
eva02_tiny_patch14_336.mim_in22k_ft_in1k,86.784,13.216,97.269,2.731,5.76,336,1.0,bicubic,6.154,1.743,87
vit_base_patch16_224.orig_in21k_ft_in1k,86.773,13.227,97.442,2.558,86.57,224,0.9,bicubic,4.983,1.316,-35
cs3darknet_l.c2ns_in1k,86.767,13.233,97.459,2.541,21.16,288,0.95,bicubic,5.871,1.797,53
ese_vovnet39b.ra_in1k,86.756,13.244,97.372,2.628,24.57,288,0.95,bicubic,6.406,2.006,104
tiny_vit_5m_224.dist_in22k_ft_in1k,86.748,13.252,97.316,2.684,5.39,224,0.95,bicubic,5.872,1.652,50
mobilevitv2_150.cvnets_in22k_ft_in1k,86.743,13.257,97.214,2.786,10.59,256,0.888,bicubic,5.255,1.546,-19
fastvit_s12.apple_dist_in1k,86.741,13.259,97.207,2.793,9.47,256,0.9,bicubic,5.671,1.923,28
levit_256.fb_dist_in1k,86.731,13.269,97.254,2.746,18.89,224,0.9,bicubic,5.207,1.76,-27
levit_conv_256.fb_dist_in1k,86.726,13.274,97.256,2.744,18.89,224,0.9,bicubic,5.204,1.766,-28
cs3darknet_focus_l.c2ns_in1k,86.722,13.278,97.376,2.624,21.15,288,0.95,bicubic,5.846,1.694,41
convnext_nano_ols.d1h_in1k,86.718,13.282,97.047,2.953,15.65,288,1.0,bicubic,5.118,1.411,-39
vit_srelpos_small_patch16_224.sw_in1k,86.707,13.293,97.252,2.748,21.97,224,0.9,bicubic,5.615,1.682,18
tf_efficientnet_b1.ns_jft_in1k,86.669,13.331,97.382,2.618,7.79,240,0.882,bicubic,5.281,1.644,-22
poolformer_s36.sail_in1k,86.654,13.346,97.152,2.848,30.86,224,0.9,bicubic,5.224,1.708,-29
gernet_l.idstcv_in1k,86.643,13.357,97.188,2.812,31.08,256,0.875,bilinear,5.289,1.658,-19
efficientnet_el.ra_in1k,86.63,13.37,97.19,2.81,10.59,300,0.904,bicubic,5.318,1.7,-18
repvit_m2.dist_in1k,86.615,13.385,97.207,2.793,8.80,224,0.95,bicubic,6.155,2.039,67
resmlp_24_224.fb_distilled_in1k,86.615,13.385,97.137,2.863,30.02,224,0.875,bicubic,5.859,1.913,39
gcresnext50ts.ch_in1k,86.609,13.391,97.188,2.812,15.67,288,1.0,bicubic,5.379,1.646,-17
nf_resnet50.ra2_in1k,86.592,13.408,97.295,2.705,25.56,288,0.94,bicubic,5.952,1.961,47
sebotnet33ts_256.a1h_in1k,86.585,13.415,96.793,3.207,13.70,256,0.94,bicubic,5.417,1.625,-12
efficientnet_b3_pruned.in1k,86.579,13.421,97.184,2.816,9.86,300,0.904,bicubic,5.727,1.94,24
sehalonet33ts.ra2_in1k,86.566,13.434,97.004,2.995,13.69,256,0.94,bicubic,5.608,1.732,9
fastvit_sa12.apple_in1k,86.564,13.436,97.233,2.767,11.58,256,0.9,bicubic,5.72,1.893,22
repvit_m1_0.dist_450e_in1k,86.538,13.462,97.098,2.902,7.30,224,0.95,bicubic,6.104,2.18,59
convnext_nano.d1h_in1k,86.536,13.464,97.182,2.818,15.59,288,1.0,bicubic,5.054,1.524,-53
vit_small_patch16_384.augreg_in1k,86.496,13.504,97.182,2.818,22.20,384,1.0,bicubic,5.38,1.608,-18
maxvit_rmlp_pico_rw_256.sw_in1k,86.481,13.519,97.201,2.799,7.52,256,0.95,bicubic,5.967,1.987,38
haloregnetz_b.ra3_in1k,86.466,13.534,96.947,3.053,11.68,224,0.94,bicubic,5.42,1.747,-13
seresnet33ts.ra2_in1k,86.462,13.538,97.19,2.81,19.78,288,1.0,bicubic,5.678,1.828,14
repvit_m1_0.dist_300e_in1k,86.457,13.543,97.054,2.946,7.30,224,0.95,bicubic,6.331,2.31,75
